2b69bf02-f20a-4ea4-8100-aeac205c6e17.mp4,0,The Gaze is mostly towards the forward direction,The Ego vehicle follows the traffic ahead
77da7382-dd30-4768-827e-b1b6ab4359a4.mp4,0,The Gaze is mostly towards the traffic ahead,"The Ego vehicle follows the traffic ahead, The Ego vehicle deviates to avoid slow vehicleobstacles and moves straight"
c57d122b-8e95-465a-8913-1f7663521e6e.mp4,5,The Gaze is towards the front right side,The road is clear ahead on the right lane
fd189f02-ca1b-4fbc-8d89-b0be8bc371c5.mp4,1,The Gaze is towards the action inducing objects,The Ego vehicle is nearing an intersection and traffic light is red
135508c2-abc2-4541-8f45-c9a560fc0ab1.mp4,1,The Gaze is towards the action inducing objects,The vehicle ahead slows down
05413f3e-662e-487c-9817-1a9d2b58971d.mp4,1,The Gaze is towards the action inducing objects,The vehicle ahead slows down
917ee3a8-cf66-4dba-8dc6-ef686544f749.mp4,1,The Gaze is towards the action inducing objects,PedestrianVehicle cutting in the path ahead
c74edaa5-a9fa-45c3-bc3f-229a57da2160.mp4,2,The Gaze is mostly towards the front left side,A left turn coming ahead
1cbb1e22-27aa-4e78-8587-e1c51160e42d.mp4,1,The Gaze is towards the action inducing objects,The vehicle ahead slows down
440fbdc7-ff70-430b-9638-3e7eaf6675db.mp4,1,The Gaze is towards the action inducing objects,The Ego vehicle is nearing an intersection and traffic light is red
1a4b2954-0ac4-4d4f-80a1-b1e4236ce965.mp4,1,The Gaze is towards the action inducing objects,PedestrianVehicle cutting in the path ahead
5defde76-d524-438e-a7fb-651cc3490316.mp4,1,The Gaze is towards the action inducing objects,PedestrianVehicle cutting in the path ahead
77761386-e733-4a37-9690-82e2647c7548.mp4,2,The Gaze is mostly towards the front left side,"The traffic moves from the right to left side at the intersection, The Ego vehicle is nearing an intersection and theres no traffic light"
5af674e2-a4b0-4e8f-894f-55e0cb004978.mp4,1,The Gaze is towards the action inducing objects,The vehicle ahead slows down
f8031d99-11b4-4c8d-bf72-f9c410435fe0.mp4,3,The Gaze is mostly towards the left side mirror,The road is clear ahead on the left lane
e2a3675c-8df1-4efe-b7e3-cc9f217ce581.mp4,0,The Gaze is mostly towards the forward direction,The road is clear ahead
42789b6d-f5d2-4d32-82bf-f1cb1aba387f.mp4,0,The Gaze is mostly towards the forward direction,The Ego vehicle follows the traffic ahead
6bc8c6a5-da5b-4427-96dc-bc1a6b8e3647.mp4,2,The Gaze is mostly towards the front left side,"The traffic moves from the left to right side at the intersection, A left turn coming ahead, The Gaze is initially towards the right side and then moves to left side"
9110f33c-3337-49f5-aace-ed761c9acab1.mp4,0,The Gaze is mostly towards the forward direction,The road is clear ahead
381985eb-3015-4f9e-8ae0-4d62bbaccbd4.mp4,2,The Gaze is mostly towards the front left side,The Ego vehicle follows the traffic ahead
1f0aa9e2-f6e7-45da-850a-45666cdee18f.mp4,0,The Gaze is mostly towards the forward direction,The road is clear ahead
2905c5fe-a71e-417e-877d-328a1b6896ef.mp4,4,The Gaze is mostly towards the front right side,"A right turn coming ahead, The Ego vehicle is nearing an intersection and theres no traffic light"
89e17e81-4a4a-438b-b09b-4961949d4514.mp4,0,The Gaze is mostly towards the traffic ahead,The Ego vehicle follows the traffic ahead
9bfdc9a2-2272-4024-b854-86987c5da7a9.mp4,2,The Gaze is mostly to the left side,A left turn coming ahead
770ce8f2-5521-4ca5-a28d-63eb59f3112b.mp4,2,The Gaze is mostly towards the front left side,"The Ego vehicle follows the traffic ahead, The Ego vehicle is nearing an intersection and traffic light is green"
d5056187-1231-4a8a-933a-65215c6ab6d9.mp4,5,The Gaze is mostly towards the right side mirror,The road is clear ahead on the right lane
0f977ee5-274f-4d58-8cc7-2d9f29ca19f4.mp4,0,The Gaze is mostly towards the forward direction,The Ego vehicle follows the traffic ahead
13cb19b8-7d2b-4771-8fa9-2e16de9f2734.mp4,2,The Gaze is mostly towards the front left side,A left turn coming ahead
d6479033-79eb-4fb9-bf68-0496cefe2d73.mp4,2,The Gaze is mostly towards the front left side,A left turn coming ahead
e281b473-76d3-46ac-892d-adb8f6e1d5f0.mp4,6,The Gaze is on the left side and slowly changes to right side,The Ego vehicle joins the traffic moving to the right
e9813505-67cd-4736-8ad8-92076eed24aa.mp4,1,The Gaze is towards the action inducing objects,The vehicle ahead slows down
dc304850-c251-4fa8-b848-fae7b8d5586c.mp4,2,The Gaze is mostly towards the front left side,"The traffic moves from the right to left side at the intersection, A left turn coming ahead"
e91d901a-56a6-4db5-8dcb-390f87d081e8.mp4,4,The Gaze is mostly towards the right side,"A right turn coming ahead, The Ego vehicle follows the traffic ahead"
29639d42-d099-4ebc-a142-ae622019f028.mp4,3,The Gaze is mostly towards the left side mirror,The Ego vehicle follows the traffic ahead
7b9303a2-c1be-43a1-9aa1-69325714b6d6.mp4,5,The Gaze is towards the front right side,The road is clear ahead on the right lane
bde8b46d-c36f-4163-b837-7961c70dd56f.mp4,0,The Gaze is mostly towards the forward direction,"The road is clear ahead, The Ego vehicle deviates to avoid slow vehicleobstacles and moves straight"
7bba3001-67fd-4369-a266-1b6935ce3275.mp4,0,The Gaze is mostly towards the traffic ahead,The Ego vehicle follows the traffic ahead
4792d5bc-8033-48db-8436-686b0d9c0e4f.mp4,2,The Gaze is mostly towards the front left side,A left turn coming ahead
c10c4cd1-57b7-4cb3-ba51-8efb0bfd5672.mp4,0,The Gaze is mostly towards the forward direction,The road is clear ahead
2b467e58-1b8a-41bf-8247-852082d97c79.mp4,2,The Gaze is initially towards the right side and then moves to left side,A left turn coming ahead
481f087e-2952-4ede-8463-2d6747535328.mp4,0,The Gaze is mostly towards the forward direction,"The road is clear ahead, The Ego vehicle deviates to avoid slow vehicleobstacles and moves straight"
c33f69bb-184d-4942-85ba-1c8af03bc739.mp4,3,The Gaze is mostly towards the left side mirror,"The Ego vehicle follows the traffic ahead, The road is clear ahead on the left lane"
4ddda9d8-076a-4269-8a7b-438a0f233f85.mp4,2,The Gaze is mostly towards the front left side,"The traffic moves from the left to right side at the intersection, A left turn coming ahead"
c9c2ed38-6cb8-498b-955c-267c4d1d259b.mp4,1,The Gaze is towards the action inducing objects,The vehicle ahead slows down
a21eb68b-a25e-4b7e-b0b2-97219b794008.mp4,2,The Gaze is mostly towards the front left side,A left turn coming ahead
e097cc97-0357-4a85-8d58-bda4171e0764.mp4,5,The Gaze is mostly towards the right side mirror,The road is clear ahead on the right lane
99531052-1d03-4abc-add2-644fc3fd629a.mp4,2,The Gaze is initially towards the right side and then moves to left side,A left turn coming ahead
eb70603c-5922-4e50-b082-60a8197ed2cb.mp4,4,The Gaze is mostly towards the right side,A right turn coming ahead
ca460300-d7fd-4213-bdc2-ea793ddbee79.mp4,0,The Gaze is mostly towards the traffic ahead,The Ego vehicle follows the traffic ahead
8692c48e-28d4-44f6-983f-68cd768fc21a.mp4,2,The Gaze is mostly towards the front left side,A left turn coming ahead
f9b687a0-56f1-448a-a883-b4d030ae5d03.mp4,0,The Gaze is mostly towards the forward direction,The Ego vehicle deviates to avoid slow vehicleobstacles and moves straight
47630623-70dc-47be-9ba6-c789773f5ff3.mp4,4,The Gaze is mostly towards the front right side,The Ego vehicle follows the traffic ahead
0fecdd67-d3b5-4894-b014-53ac697ee6a9.mp4,3,The Gaze is mostly towards the left side mirror,The Ego vehicle follows the traffic ahead
0445e940-260f-49f4-84cf-3fe61c6935d8.mp4,3,The Gaze is mostly towards the left side mirror,The road is clear ahead on the left lane
fcc5bac7-87e2-4af7-b4df-f1a8068805b5.mp4,0,The Gaze is mostly towards the forward direction,The road is clear ahead
5032b028-3217-4bea-95b2-f28b8043f9f1.mp4,2,The Gaze is mostly towards the front left side,A left turn coming ahead
18c0eadb-0c1d-4f9a-b2d2-1853356f113e.mp4,2,The Gaze is mostly towards the front left side,A left turn coming ahead
d0e5f27d-39eb-4f9f-9e16-4e8277b861cf.mp4,2,The Gaze is mostly towards the front left side,A left turn coming ahead
dca7c682-3415-4926-b2f3-812639d08b79.mp4,5,The Gaze is mostly towards the right side mirror,The road is clear ahead on the right lane
6233147d-1a9e-415d-ad42-b17aff9b9873.mp4,5,The Gaze is mostly towards the right side mirror,The Ego vehicle follows the traffic ahead
8510a1ce-da4a-46e9-a8fe-7694dfa583ca.mp4,5,The Gaze is mostly towards the right side mirror,The road is clear ahead on the right lane
1cf31b3b-b3f7-4f1b-8af6-b82045707e93.mp4,0,The Gaze is mostly towards the forward direction,The road is clear ahead
830af93b-5cdb-43ba-8a54-d3dbe5b78fa2.mp4,0,The Gaze is mostly towards the traffic ahead,"The Ego vehicle follows the traffic ahead, The Ego vehicle is nearing an intersection and theres no traffic light"
